Identificador Gr�fic intern;captive;comments_count;community_taxon_id;created_at;delta;description;iconic_taxon_id;id;id_please;identifications_count;location_is_exact;map_scale;mappable;num_identification_agreements;num_identification_disagreements;observation_photos_count;observation_sounds_count;observed_on;observed_on_string;place_guess;positional_accuracy;public_positional_accuracy;quality_grade;species_guess;taxon_id;time_observed_at;time_zone;updated_at;uri;user_id;uuid;zic_time_zone;user_login;iconic_taxon_name;created_at_utc;updated_at_utc;time_observed_at_utc;coordinates_obscured;Fenofase;project_id_0;project_title_0;photo_id_0;photo_large_url_0;photo_attribution_0;photo_id_1;photo_large_url_1;photo_attribution_1;photo_id_2;photo_large_url_2;photo_attribution_2;photo_id_3;photo_large_url_3;photo_attribution_3;taxon_name;taxon_rank;identif_created_at_0;identif_current_0;identif_id_0;identif_created_at_1;identif_current_1;identif_id_1;oauth_application_id;Codi del punt d'observaci�;Identificador d'individu;Codi de l'observador;identif_created_at_2;identif_current_2;identif_id_2;identif_created_at_3;identif_current_3;identif_id_3;positioning_device;positioning_method;out_of_range;photo_id_4;photo_large_url_4;photo_attribution_4;photo_id_5;photo_large_url_5;photo_attribution_5;photo_id_6;photo_large_url_6;photo_attribution_6;project_id_1;project_title_1;project_id_2;project_title_2;Fecha de la identificaci�n (dwc);Calle o plaza;identif_created_at_4;identif_current_4;identif_id_4;identif_created_at_5;identif_current_5;identif_id_5;Altitud;Nom vulgar;H�bitat o ecosistema;Zona protegida;project_id_3;project_title_3;identif_taxon_change_id_2;identif_updated_at_2;identif_user_id_2;identif_user_login_2;identif_user_name_2;identif_taxon_name_2;identif_taxon_rank_2;identif_taxon_change_id_3;identif_updated_at_3;identif_user_id_3;identif_user_login_3;identif_user_name_3;identif_taxon_name_3;identif_taxon_rank_3;geoprivacy;Si �s planta: tipus de fulla;Si �s planta: tipus de dispersi� de les llavors;identif_created_at_6;identif_current_6;identif_id_6;Enlace a la foto;usuario externo;Estadio;Comunidad aut�noma;Nombre del paraje;site_id;cached_votes_total;last_indexed_at;captive_flag;faves_count;Centre/Entitat;Identificador de l'individu observat;owners_identification_from_vision;taxon_geoprivacy;longitude;latitude
320;F;0;896;2018-10-01T20:50:32+01:00;F;;12;95450;F;2;F;;T;1;0;2;0;01/10/2018;Mon Oct 01 2018 19:44:55 GMT+0200 (GMT+2);Carretera Cementiri, 2, Sant Carles de la R�pita, Catalunya, ES;5;5;research;Cercis siliquastrum;896;2018-10-01T18:44:55+01:00;Africa/Johannesburg;2019-09-30T19:19:49+01:00;http://natusfera.gbif.es/observations/95450;1764;daf8d3c0-04e9-4aff-b4b9-220e8d44e0dc;;david_carrera;Plantae;2018-10-01T19:50:32Z;2019-09-30T18:19:49Z;2018-10-01T17:44:55Z;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;123883;http://natusfera.gbif.es/attachments/local_photos/files/123883/large/9C299153-6077-40C8-BFEF-96D2DADB1C91-large.jpg?1538423440;(c) David Carrera, algunos derechos reservados (CC BY-NC-ND);123884;http://natusfera.gbif.es/attachments/local_photos/files/123884/large/D5F0EADC-8D86-444A-81FD-B307ADFA7706-large.jpg?1538423443;(c) David Carrera, algunos derechos reservados (CC BY-NC-ND);;;;;;;Cercis siliquastrum;species;2018-10-01T20:50:32+01:00;T;144008;2018-10-02T06:56:19+01:00;T;144156;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.588239115;40.62812642
321;F;0;4433;2018-10-01T20:50:13+01:00;F;;12;95449;F;2;F;;T;1;0;3;0;01/10/2018;Mon Oct 01 2018 19:42:21 GMT+0200 (GMT+2);Carretera Cementiri, 2, Sant Carles de la R�pita, Catalunya, ES;5;5;research;Drimia maritima;4433;2018-10-01T18:42:21+01:00;Africa/Johannesburg;2019-09-30T19:19:48+01:00;http://natusfera.gbif.es/observations/95449;1764;77da0c89-6948-4862-a7fa-3cba90ec8c8c;;david_carrera;Plantae;2018-10-01T19:50:13Z;2019-09-30T18:19:48Z;2018-10-01T17:42:21Z;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;123880;http://natusfera.gbif.es/attachments/local_photos/files/123880/large/ECB469CA-67D0-4868-971E-F1C8233A801E-large.jpg?1538423419;(c) David Carrera, algunos derechos reservados (CC BY-NC-ND);123881;http://natusfera.gbif.es/attachments/local_photos/files/123881/large/93BE639D-3A10-4EA9-9E4A-D4A6250AC0F5-large.jpg?1538423422;(c) David Carrera, algunos derechos reservados (CC BY-NC-ND);123882;http://natusfera.gbif.es/attachments/local_photos/files/123882/large/2032613D-C2C1-4412-8F1D-A50C0F13A622-large.jpg?1538423431;(c) David Carrera, algunos derechos reservados (CC BY-NC-ND);;;;Drimia maritima;species;2018-10-01T20:50:13+01:00;T;144007;2018-10-02T06:57:22+01:00;T;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;F;0;16376;2018-09-26T16:22:27+01:00;F;CAT - Taronger madurant les taronges--ESP - Naranjo madurando sus naranjas--ENG - Orange tree ripening oranges;12;94701;F;2;F;12;T;1;0;1;0;19/09/2018;19/09/2018;Sant Feliu de Llobregat - Ciutat Esportiva Joan Gamper;99;99;research;Citrus sinensis;16376;;Madrid;2019-09-30T19:17:55+01:00;http://natusfera.gbif.es/observations/94701;1731;07ed9bcb-dd9e-42e1-8555-ca94409f8afa;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-09-26T15:22:27Z;2019-09-30T18:17:55Z;;F;Primers fruits comencen a agafar color;314;RitmeNatura - Observacions recurrents;122645;http://natusfera.gbif.es/attachments/local_photos/files/122645/large/20180919_taronger.jpg?1537975353;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Citrus sinensis;species;2018-09-26T16:22:27+01:00;T;142750;2019-03-06T09:57:23+00:00;T;186983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.049512;41.377313
323;F;0;8584;2018-09-17T14:14:21+01:00;F;Segona floraci�;12;93418;F;2;F;;T;1;0;2;0;17/09/2018;Mon Sep 17 2018 07:41:06 GMT+0200 (GMT+2);Pla�a de Catalunya, Barcelona, Catalunya, ES;5;5;research;Erythrina crista-galli;8584;2018-09-17T06:41:06+01:00;Africa/Johannesburg;2019-09-30T19:12:32+01:00;http://natusfera.gbif.es/observations/93418;1764;c55d5582-8971-4494-a3e9-60c4c28c1de4;;david_carrera;Plantae;2018-09-17T13:14:21Z;2019-09-30T18:12:32Z;2018-09-17T05:41:06Z;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;120781;http://natusfera.gbif.es/attachments/local_photos/files/120781/large/476295A7-AA8E-4D5A-BD73-DC81F1E6EB1A-large.jpg?1537190182;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;120782;http://natusfera.gbif.es/attachments/local_photos/files/120782/large/2497C1D2-71B0-4A77-8BFB-EAA7C9C1F89C-large.jpg?1537190222;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;;;;;;;Erythrina crista-galli;species;2018-09-17T14:14:21+01:00;T;140095;2018-12-11T08:01:01+00:00;T;162584;5;;;;;;;;;;;;;;;;;;;;;;463;Arbres de la ciutat de Barcelona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.169818832;
324;F;0;300;2018-09-17T10:34:26+01:00;F;CAT - Ar� blanc amb fruits virant de color--ESP - Espino albar virando el color de los frutos--ENG - Common hawthorn rippening fruits;12;93373;F;3;F;13;T;2;0;1;0;04/09/2018;04/09/2018;Sant Feliu de Llobregat - Torreblanca;398;398;research;Crataegus monogyna;300;;Madrid;2019-09-30T19:12:27+01:00;http://natusfera.gbif.es/observations/93373;1731;b7e729eb-9553-4b92-90e8-57352c2692ed;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-09-17T09:34:26Z;2019-09-30T18:12:27Z;;F;Primers fruits comencen a agafar color;51;Biodiversitat a Sant Feliu de Llobregat;120733;http://natusfera.gbif.es/attachments/local_photos/files/120733/large/20180904_Crataegus1.jpg?1537176867;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Crataegus monogyna;species;2018-09-17T10:34:26+01:00;T;140033;2018-09-18T20:27:46+01:00;T;140408;;;;;2019-03-06T09:58:03+00:00;T;186984;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.055164;41.378296
325;F;0;300;2018-09-17T10:32:30+01:00;F;CAT - Ar� blanc amb fruits madurs--ESP - Espino blanco con frutos maduros--ENG - Common hawthorn with ripened fruits;12;93369;F;3;F;13;T;2;0;1;0;15/09/2018;15/09/2018;El Prat de Llobregat - Cal Tet;199;199;research;Crataegus monogyna;300;;Madrid;2019-09-30T19:12:23+01:00;http://natusfera.gbif.es/observations/93369;1731;d78e23bd-43b2-4c33-b213-d9f09b032e7b;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-09-17T09:32:30Z;2019-09-30T18:12:23Z;;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);51;Biodiversitat a Sant Feliu de Llobregat;120729;http://natusfera.gbif.es/attachments/local_photos/files/120729/large/20180915-Crataegus_1.jpg?1537176753;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Crataegus monogyna;species;2018-09-17T10:32:30+01:00;T;140031;2018-09-18T20:28:10+01:00;T;140410;;;;;2019-06-07T10:34:10+01:00;T;258468;;;;;;;;;;;;;;;;557;BioPrat;208;L'Altre Delta - Col�laboracions;;;;;;;;;;Ar� blanc;Vegetaci� ruderal;Dintre;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.116766;41.309427
326;F;0;6322;2018-09-17T10:23:30+01:00;F;CAT - Pomes en maduraci�--ESP - Manzanas madurando--ENG - Apples ripening;12;93365;F;3;F;13;T;2;0;1;0;25/08/2018;25/08/2018;Sant Feliu de Llobregat - Falguera;99;99;research;Malus domestica;6322;;Madrid;2019-09-30T19:12:21+01:00;http://natusfera.gbif.es/observations/93365;1731;b1e069bc-59ff-4f60-9689-80084b15a75b;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-09-17T09:23:30Z;2019-09-30T18:12:21Z;;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);51;Biodiversitat a Sant Feliu de Llobregat;120725;http://natusfera.gbif.es/attachments/local_photos/files/120725/large/20180825-pomera.jpg?1537176211;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Malus domestica;species;2018-09-17T10:23:30+01:00;T;140028;2018-09-18T20:28:35+01:00;T;140412;;;;;2019-03-06T09:58:27+00:00;T;186985;;;;;;;;;;;;;;;;400;Biomarat� Sant Feliu de Llobregat (CNC 2018);314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.029648;41.383371
327;F;1;525;2018-09-17T10:17:33+01:00;F;CAT - Olivarda inicia floraci� d'enguany--ESP - Olivarda inicia floraci�n--ENG - Yellow fleabane starts this year's blooming;12;93361;F;3;F;14;T;3;0;1;0;09/09/2018;09/09/2018;Sant Feliu de Llobregat - Ciutat Esportiva Joan Gamper;199;199;research;Asteraceae;525;;Madrid;2019-09-30T19:12:20+01:00;http://natusfera.gbif.es/observations/93361;1731;a1aa9b9e-8124-405d-a0da-17f65f3cba80;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-09-17T09:17:33Z;2019-09-30T18:12:20Z;;F;Primeres flors obertes;51;Biodiversitat a Sant Feliu de Llobregat;120721;http://natusfera.gbif.es/attachments/local_photos/files/120721/large/20180909-Olivarda.jpg?1537175856;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Asteraceae;family;2018-09-17T10:17:33+01:00;T;140026;2019-03-06T09:58:45+00:00;T;186986;;;;;2019-05-21T08:10:40+01:00;T;251569;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.052235;41.378251
328;F;0;16259;2018-09-05T22:39:31+01:00;F;;12;90961;F;2;F;;T;1;0;3;0;05/09/2018;Wed Sep 05 2018 19:23:22 GMT+0200 (GMT+2);Avinguda Paral.lel, 1-13, Barcelona, Catalunya, ES;5;5;research;Ceiba insignis;16259;2018-09-05T18:23:22+01:00;Africa/Johannesburg;2019-09-30T19:07:01+01:00;http://natusfera.gbif.es/observations/90961;1764;34e58c80-6d04-43ab-887a-0a01fa8e6e88;;david_carrera;Plantae;2018-09-05T21:39:31Z;2019-09-30T18:07:01Z;2018-09-05T17:23:22Z;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;117924;http://natusfera.gbif.es/attachments/local_photos/files/117924/large/03CD14CD-7D3E-405F-9572-C971E6504E39-large.jpg?1536183577;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;117925;http://natusfera.gbif.es/attachments/local_photos/files/117925/large/0F90F8C7-2164-4008-BB0D-3B61B1928D4F-large.jpg?1536183580;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;117926;http://natusfera.gbif.es/attachments/local_photos/files/117926/large/0FBB79FA-3F10-460C-8E9B-92289A8C317B-large.jpg?1536183584;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;;;;Ceiba insignis;species;2018-09-05T22:39:31+01:00;T;136437;2018-09-13T10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;F;0;2228;2018-09-05T22:39:07+01:00;F;;12;90960;F;3;F;;T;2;0;4;0;05/09/2018;Wed Sep 05 2018 19:19:12 GMT+0200 (GMT+2);Jardins del Baluard, Barcelona, Catalunya, ES;5;5;research;Ceiba speciosa;2228;2018-09-05T18:19:12+01:00;Africa/Johannesburg;2019-09-30T19:07:00+01:00;http://natusfera.gbif.es/observations/90960;1764;00065f91-29cb-471e-82b2-9f7183d972c6;;david_carrera;Plantae;2018-09-05T21:39:07Z;2019-09-30T18:07:00Z;2018-09-05T17:19:12Z;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;117920;http://natusfera.gbif.es/attachments/local_photos/files/117920/large/F7409E5C-5931-4AC3-9545-3FF441CAB2B2-large.jpg?1536183559;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;117921;http://natusfera.gbif.es/attachments/local_photos/files/117921/large/EBC57EB6-6F50-4351-9DF8-2E884A866772-large.jpg?1536183563;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;117922;http://natusfera.gbif.es/attachments/local_photos/files/117922/large/0F36F631-0673-4AF0-A467-FB92BB409D30-large.jpg?1536183566;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;117923;http://natusfera.gbif.es;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;F;0;300;2018-08-30T11:40:14+01:00;F;CAT - Ar� blanc madurant fruits--ESP - Espino blanco madurando frutos--ENG - Common Hawkthorne ripening fruits--;12;89410;F;4;F;6;T;3;0;2;0;09/08/2018;09/08/2018;Sant Feliu de Llobregat - Torreblanca;49;49;research;Crataegus monogyna;300;;Madrid;2019-09-30T19:03:35+01:00;http://natusfera.gbif.es/observations/89410;1731;12c32d64-ab22-485c-b2a9-d89ce97ec2f5;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-08-30T10:40:14Z;2019-09-30T18:03:35Z;;F;Primers fruits comencen a agafar color;51;Biodiversitat a Sant Feliu de Llobregat;116087;http://natusfera.gbif.es/attachments/local_photos/files/116087/large/20180809_Crataegus.jpg?1535625615;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);116088;http://natusfera.gbif.es/attachments/local_photos/files/116088/large/20180809_Crataegus2.jpg?1535625616;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;Crataegus monogyna;species;2018-08-30T11:40:14+01:00;T;133801;2018-08-30T20:38:22+01:00;T;133919;;;;;2018-08-31T08:31:33+01:00;T;134078;2018-08-31T12:16:21+01:00;T;134143;;;;;;;;;;;;;400;Biomarat� Sant Feliu de Llobregat (CNC 2018);314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.054192;41.3788
331;F;0;2075;2018-08-30T11:26:44+01:00;F;CAT - Ra�m en maduraci�--ENG - Uvas en maduraci�n--ENG - Ripening grapes;12;89409;F;3;F;12;T;2;0;1;0;09/08/2018;09/08/2018;Sant Feliu de Llobregat - Torreblanca;49;49;research;vitis vinifera;2075;;Madrid;2019-09-30T19:03:34+01:00;http://natusfera.gbif.es/observations/89409;1731;a7812796-ae3b-4ee1-a51d-4b563f20eb9b;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-08-30T10:26:44Z;2019-09-30T18:03:34Z;;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);51;Biodiversitat a Sant Feliu de Llobregat;116086;http://natusfera.gbif.es/attachments/local_photos/files/116086/large/20180809_ra%C3%AFm.jpg?1535624809;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Vitis vinifera;species;2018-08-30T11:26:44+01:00;T;133798;2018-08-31T08:31:47+01:00;T;134080;;;;;2018-08-31T12:15:32+01:00;T;134142;;;;;;;;;;;;;;;;400;Biomarat� Sant Feliu de Llobregat (CNC 2018);314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.054192;41.378855
332;F;0;324;2018-08-29T11:39:20+01:00;F;CAT - Esbarzer amb mores madures--ESP - Zarzamora con moras maduras--ENG - Bramble with ripe berries-;12;89172;F;2;F;6;T;1;0;1;0;23/08/2018;23/08/2018;Molins de Rei - Les Conserves;49;49;research;Rubus ulmifolius;324;;Madrid;2019-09-30T19:02:47+01:00;http://natusfera.gbif.es/observations/89172;1731;0eaa97ab-367d-46f6-b300-a56773c77650;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-08-29T10:39:20Z;2019-09-30T18:02:47Z;;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);302;RitmeNatura - Observacions ocasionals;115794;http://natusfera.gbif.es/attachments/local_photos/files/115794/large/20180823_Rubusulmifolius2.jpg?1535539164;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Rubus ulmifolius;species;2018-08-29T11:39:20+01:00;T;133397;2018-08-29T17:35:12+01:00;T;133559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.020466;41.403313
333;F;0;324;2018-08-29T11:37:05+01:00;F;CAT - Esbarzer amb fruits mig madurs--ESP - Zarzamora madurando frutos--ENG - Bramble ripening fruits;12;89171;F;2;F;6;T;1;0;1;0;23/08/2018;23/08/2018;Molins de Rei - Les Conserves;49;49;research;Rubus ulmifolius;324;;Madrid;2019-09-30T19:02:46+01:00;http://natusfera.gbif.es/observations/89171;1731;abe29e4f-914a-473e-be56-7dc05c949e11;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-08-29T10:37:05Z;2019-09-30T18:02:46Z;;F;Primers fruits comencen a agafar color;302;RitmeNatura - Observacions ocasionals;115793;http://natusfera.gbif.es/attachments/local_photos/files/115793/large/20180823_Rubusulmifolius.jpg?1535539031;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Rubus ulmifolius;species;2018-08-29T11:37:05+01:00;T;133396;2018-08-29T17:35:26+01:00;T;133560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.020466;41.403313
334;F;0;11284;2018-08-29T11:32:07+01:00;F;CAT - Corretjola borda inicia floraci�--ESP - Matac�n, correguela lechosa iniciando floraci�n--ENG - Stranglewort starting bloom;12;89170;F;2;F;6;T;1;0;1;0;23/08/2018;23/08/2018;Molins de Rei - Les Conserves;49;49;research;Cynanchum acutum;11284;;Madrid;2019-09-30T19:02:45+01:00;http://natusfera.gbif.es/observations/89170;1731;2dfd8b6c-2f08-441f-81c1-580f34f69509;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-08-29T10:32:07Z;2019-09-30T18:02:45Z;;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;115792;http://natusfera.gbif.es/attachments/local_photos/files/115792/large/20180823_Cynanchum_acutum.jpg?1535538732;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Cynanchum acutum;species;2018-08-29T11:32:07+01:00;T;133395;2018-08-29T17:36:25+01:00;T;133562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.020466;41.403313
335;F;0;4347;2018-08-29T11:27:43+01:00;F;CAT - Corretjola en flor--ESP - Correhuela, campanilla en flor--ENG - Bloomed bindweed;12;89169;F;2;F;14;T;1;0;1;0;23/08/2018;23/08/2018;Molins de Rei - Les Conserves;49;49;research;Convolvulus arvensis;4347;;Madrid;2019-09-30T19:02:45+01:00;http://natusfera.gbif.es/observations/89169;1731;adce2afa-7de5-44bd-8859-12666a1efcba;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-08-29T10:27:43Z;2019-09-30T18:02:45Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;115791;http://natusfera.gbif.es/attachments/local_photos/files/115791/large/20180823_Convolvulusarvensis.jpg?1535538467;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Convolvulus arvensis;species;2018-08-29T11:27:43+01:00;T;133394;2018-08-29T17:36:30+01:00;T;133563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.020466;41.403313
336;F;0;3704;2018-08-29T11:20:37+01:00;F;CAT - Miragu� de Jard� amb fruit madur i segona floraci�--ESP - Arauja en fruto y segunda floraci�n--ENG - Moth plant, white bladderflower with fruit and second blooming;12;89168;F;3;F;15;T;2;0;1;0;23/08/2018;23/08/2018;Sant Feliu de Llobregat - Can Nadal;12;12;research;Araujia sericifera;3704;;Madrid;2019-09-30T19:02:44+01:00;http://natusfera.gbif.es/observations/89168;1731;0aa4e705-26fc-4938-9871-8d00a34a8228;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-08-29T10:20:37Z;2019-09-30T18:02:44Z;;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);51;Biodiversitat a Sant Feliu de Llobregat;115790;http://natusfera.gbif.es/attachments/local_photos/files/115790/large/20180823_Arauija.jpg?1535538041;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Araujia sericifera;species;2018-08-29T11:20:37+01:00;T;133392;2018-08-29T14:54:07+01:00;T;133475;;;;;2018-08-31T12:18:15+01:00;T;134147;;;;;;;;;;;;;;;;400;Biomarat� Sant Feliu de Llobregat (CNC 2018);182;Esp�cies ex�tiques de Catalunya;;;;;;;;;;;;;302;RitmeNatura - Observacions ocasionals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.044384;41.382546
337;F;0;6664;2018-08-29T10:56:35+01:00;F;CAT - Glicina, wisteria amb fruit (beina) mig madur--ESP - Glicina con fruto en vaina a medio madurar--ENG - Chinese wisteria developing fruit (pod);12;89167;F;3;F;15;T;2;0;1;0;19/08/2018;19/08/2018;Sant Feliu de Llobregat - Can Nadal;12;12;research;Wisteria sinensis;6664;;Madrid;2019-09-30T19:02:43+01:00;http://natusfera.gbif.es/observations/89167;1731;c3285810-b4a3-4447-a769-977d7dfeae9e;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-08-29T09:56:35Z;2019-09-30T18:02:43Z;;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);51;Biodiversitat a Sant Feliu de Llobregat;115789;http://natusfera.gbif.es/attachments/local_photos/files/115789/large/20180819_wisteria.jpg?1535536600;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Wisteria sinensis;species;2018-08-29T10:56:35+01:00;T;133387;2018-08-29T17:36:37+01:00;T;133564;;;;;2018-08-31T12:17:04+01:00;T;134144;;;;;;;;;;;;;;;;400;Biomarat� Sant Feliu de Llobregat (CNC 2018);302;RitmeNatura - Observacions ocasionals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.045364;41.381497
338;F;0;6131;2018-08-29T10:37:21+01:00;F;CAT - Parra verge de tres puntes desenvolupant fruits--ESP-Parra virgen de tres puntas desarrollando frutos--ENG-Boston ivy developing fruits;12;89166;F;2;F;13;T;1;0;2;0;14/07/2018;14/07/2018;Sant Feliu de Llobregat - Can Nadal;49;49;research;Parthenocissus tricuspidata;6131;;Madrid;2019-09-30T19:02:42+01:00;http://natusfera.gbif.es/observations/89166;1731;d05971e6-cea6-4383-95e9-d68136c449c0;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-08-29T09:37:21Z;2019-09-30T18:02:42Z;;F;Primers fruits comencen a agafar color;51;Biodiversitat a Sant Feliu de Llobregat;115787;http://natusfera.gbif.es/attachments/local_photos/files/115787/large/20180714_parthenocisus_tric.jpg?1535535444;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);115788;http://natusfera.gbif.es/attachments/local_photos/files/115788/large/20180714_parthenocisus_tric2.jpg?1535535445;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;Parthenocissus tricuspidata;species;2018-08-29T10:37:22+01:00;T;133370;2018-08-31T12:20:40+01:00;T;134149;;;;;;;;;;;;;;;;;;;;;;;400;Biomarat� Sant Feliu de Llobregat (CNC 2018);302;RitmeNatura - Observacions ocasionals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.044287;41.38
